id_estacion,nombre_calle,lat,lon,altitud,direccion,cruce_calles,codigo_postal,index_right,codigo_distrito,nombre_distrito
337,"C/ CARME KARR, 12-14",41.3986238,2.1204941,117.0,"C/ CARME KARR, 12-14",05-Sarrià-StGervasi/23-Sarrià,8034.0,5,05,Sarrià-Sant Gervasi
338,"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,111.0,"AV. JOSEP VICENÇ FOIX, 63",05-Sarrià-StGervasi/23-Sarrià,8034.0,5,05,Sarrià-Sant Gervasi
339,"C/ RAMON TURRÓ, 246",41.4017084,2.2053803,2.0,"C/ RAMON TURRÓ, 246",10-SantMartí/68-el Poblenou,8005.0,10,10,Sant Martí
340,"C/ SANT ADRIÀ, 113",41.4361782,2.2047037,13.0,"C/ SANT ADRIÀ, 113",09-SantAndreu/59-el Bon Pastor,8030.0,9,09,Sant Andreu
341,"PG. D'ENRIC SANCHIS, 33",41.4339212,2.2062245,11.0,"PG. D'ENRIC SANCHIS, 33",09-SantAndreu/59-el Bon Pastor,8030.0,9,09,Sant Andreu
342,"C/ ROC BORONAT, 134",41.4034967,2.1936584,5.0,"C/ ROC BORONAT, 134",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018.0,10,10,Sant Martí
343,CAMPANA DE LA MAQUINISTA (SAO PAULO I P,41.4389609,2.1996179,14.0,CAMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,09-SantAndreu/59-el Bon Pastor,8030.0,9,09,Sant Andreu
344,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",41.4431441,2.1996045,16.0,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",09-SantAndreu/58-Baró de Viver,8030.0,9,09,Sant Andreu
345,PL. TERESA DE CLARAMUNT/C/ DELS FERROCA,41.3631066,2.1398322,10.0,PL. TERESA DE CLARAMUNT/C/ DELS FERROCARILS,03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
346,"PG. ZONA FRANCA, 182",41.360798,2.138931,8.0,"PG. ZONA FRANCA, 182",03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
347,"C/ ALTS FORNS, 77",41.3595484,2.1417765,9.0,"C/ ALTS FORNS, 77",03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
348,JARDINS DE CAN FERRERO/PG.DE LA ZONA FR,41.357067,2.141563,7.0,JARDINS DE CAN FERRERO/PG.DE LA ZONA FRANCA,03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
349,"C/ DE L'ENERGIA, 2 / ALTS FORNS",41.3573288,2.1371996,7.0,"C/ DE L'ENERGIA, 2 / ALTS FORNS",03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
350,"C/ LONDRES, 63",41.391756,2.148291,,"C/ LONDRES, 63",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036.0,2,02,Eixample
351,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",41.3621232,2.1356187,9.0,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
352,"C/RADI,10/GRAN VIA DE LES CORTS CATALA",41.363279,2.1341586,9.0,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
353,C/ MUNNÉ  2-6,41.37541,2.1232547,34.0,C/ MUNNÉ  2-6,03-Sants-Montjuïc/17-Sants - Badal,8028.0,3,03,Sants-Montjuïc
354,"RAMBLA DEL BRASIL, 5",41.3759419,2.1299539,28.0,"RAMBLA DEL BRASIL, 5",03-Sants-Montjuïc/17-Sants - Badal,8028.0,3,03,Sants-Montjuïc
355,"C/ RIERA BLANCA, 123",41.371459,2.127854,22.0,"C/ RIERA BLANCA, 123",03-Sants-Montjuïc/17-Sants - Badal,8028.0,3,03,Sants-Montjuïc
356,"C/ CAMÈLIES, 73",41.4134503,2.1631012,106.0,"C/ CAMÈLIES, 73",07-Horta-Guinardó/33-el Baix Guinardó,8024.0,7,07,Horta-Guinardó
357,"C/ CARDENER, 59",41.4105956,2.1579897,87.0,"C/ CARDENER, 59",06-Gràcia/31-la Vila de Gràcia,8024.0,6,06,Gràcia
358,"Barcelona Activa C/ GOMBAU, 24",41.3872437,2.1793035,5.0,"Barcelona Activa C/ GOMBAU, 24","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
359,"C/ MÉNDEZ NÚÑEZ, 16",41.3900544,2.1775594,12.0,"C/ MÉNDEZ NÚÑEZ, 16","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
360,"C/ BAILÉN, 62",41.3952527,2.1730023,22.0,"C/ BAILÉN, 62",02-Eixample/07-la Dreta de l'Eixample,8009.0,2,02,Eixample
361,PG. DE COLOM (LES RAMBLES),41.37652,2.17881,5.0,PG. DE COLOM (LES RAMBLES),01-CiutatVella/02-el Barri Gòtic,8039.0,1,01,Ciutat Vella
362,"C/ BAILÉN, 100",41.396994,2.1706323,27.0,"C/ BAILÉN, 100",02-Eixample/07-la Dreta de l'Eixample,8009.0,2,02,Eixample
363,"C/ BRUC, 20",41.3908381,2.1743743,16.0,"C/ BRUC, 20",02-Eixample/07-la Dreta de l'Eixample,8010.0,2,02,Eixample
364,"PG. DE GRÀCIA, 61",41.393062,2.1633226,32.0,"PG. DE GRÀCIA, 61",02-Eixample/07-la Dreta de l'Eixample,8007.0,2,02,Eixample
365,"C/ VILADOMAT, 244",41.3875712,2.1469336,39.0,"C/ VILADOMAT, 244",02-Eixample/09-la Nova Esquerra de l'Eixample,8029.0,2,02,Eixample
367,"C/ MARQUÈS DE SENTMENAT, 46",41.384972,2.1376205,44.0,"C/ MARQUÈS DE SENTMENAT, 46",04-LesCorts/19-les Corts,8029.0,4,04,Les Corts
368,"C/ DIPUTACIÓ, 373",41.3968391,2.1756598,21.0,"C/ DIPUTACIÓ, 373",02-Eixample/07-la Dreta de l'Eixample,8013.0,2,02,Eixample
369,"C/ CONSELL DE CENT, 482",41.40013,2.1780175,23.0,"C/ CONSELL DE CENT, 482",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
370,"C/ SARDENYA, 326",41.4039698,2.1729061,37.0,"C/ SARDENYA, 326",02-Eixample/06-la Sagrada Família,8025.0,2,02,Eixample
371,"C/ DELS ENAMORATS, 49",41.4040525,2.181199,19.0,"C/ DELS ENAMORATS, 49",02-Eixample/06-la Sagrada Família,8013.0,2,02,Eixample
372,"C/ RIBES, 77",41.4001015,2.1841711,9.0,"C/ RIBES, 77",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
373,"AV. PARAL.LEL, 132",41.3750995,2.1613897,13.0,"AV. PARAL.LEL, 132",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
374,"PG. DE GRÀCIA, 89",41.3949729,2.1612814,37.0,"PG. DE GRÀCIA, 89",02-Eixample/07-la Dreta de l'Eixample,8008.0,2,02,Eixample
375,WORLD TRADE CENTER,41.3720293,2.1804468,3.0,WORLD TRADE CENTER,01-CiutatVella/01-el Raval,8039.0,1,01,Ciutat Vella
376,WORLD  TRADE CENTER,41.3718728,2.180302,3.0,WORLD  TRADE CENTER,01-CiutatVella/01-el Raval,8039.0,1,01,Ciutat Vella
377,PL. ICTÍNEO,41.3776292,2.1836886,2.0,PL. ICTÍNEO,01-CiutatVella/02-el Barri Gòtic,8039.0,1,01,Ciutat Vella
378,"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,5.0,"PL. JOAQUIM XIRAU I PALAU, 1",01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
379,"AV. JOSEP TARRADELLAS, 27",41.3829333,2.1420704,35.0,"AV. JOSEP TARRADELLAS, 27",03-Sants-Montjuïc/18-Sants,8029.0,3,03,Sants-Montjuïc
380,"C/ DURAN I BAS, 2",41.3854094,2.1740155,11.0,"C/ DURAN I BAS, 2",01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
381,"C/ AGUSTÍ DURAN I SANPERE, 10",41.381635534627,2.16772946686476,,"C/ AGUSTÍ DURAN I SANPERE, 10",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
382,"C/ LOPE DE VEGA, 79",41.4038902,2.2041137,3.0,"C/ LOPE DE VEGA, 79",10-SantMartí/68-el Poblenou,8005.0,10,10,Sant Martí
383,"C/ NUMÀNCIA, 2",41.381219,2.141767,32.0,"C/ NUMÀNCIA, 2",03-Sants-Montjuïc/18-Sants,8029.0,3,03,Sants-Montjuïc
384,"C/ VILAMARÍ, 85",41.3807072,2.1468381,28.0,"C/ VILAMARÍ, 85",02-Eixample/09-la Nova Esquerra de l'Eixample,8015.0,2,02,Eixample
385,"C/ CASANOVA, 119",41.387888,2.1552902,30.0,"C/ CASANOVA, 119",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036.0,2,02,Eixample
386,AV. PARAL.LEL 164,41.3751866,2.1568773,17.0,AV. PARAL.LEL 164,02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
387,"C/ NÀPOLS, 125",41.3957813,2.1787074,15.0,"C/ NÀPOLS, 125",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
388,"C/ RIERA ALTA, 6",41.3806411,2.1671611,10.0,"C/ RIERA ALTA, 6",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
389,RECINTE PARC DE LA CIUTADELLA,41.3873901,2.1875446,4.0,RECINTE PARC DE LA CIUTADELLA,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
390,"Barcelona Activa C/ COMERÇ, 36",41.3869612,2.1820169,5.0,"Barcelona Activa C/ COMERÇ, 36","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
391,"C/ GRAN DE LA SAGRERA, 74",41.4230551,2.1913753,22.0,"C/ GRAN DE LA SAGRERA, 74",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
392,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,5.0,"C/ RAMON TURRÓ, 4",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
393,"C/ LLACUNA, 86",41.4022657,2.1976297,3.0,"C/ LLACUNA, 86",10-SantMartí/68-el Poblenou,8005.0,10,10,Sant Martí
394,"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,25.0,"C/ DIPUTACIÓ, 226",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8007.0,2,02,Eixample
395,"PL. CATALUNYA, 22",41.3860607,2.1702467,15.0,"PL. CATALUNYA, 22",02-Eixample/02-el Barri Gòtic,8002.0,2,02,Eixample
396,"C/ JOAN MIRÓ, 2-12",41.3890253,2.1968267,5.0,"C/ JOAN MIRÓ, 2-12",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
397,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPI,41.3889129,2.1993105,6.0,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
398,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒ,41.380955,2.1934636,4.0,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
399,"C/ PAVIA, 3",41.3734706,2.1332694,23.0,"C/ PAVIA, 3",03-Sants-Montjuïc/18-Sants,8028.0,3,03,Sants-Montjuïc
400,MOLL ORIENTAL,41.3694508,2.1879597,3.0,MOLL ORIENTAL,01-CiutatVella/03-la Barceloneta,8039.0,1,01,Ciutat Vella
401,PLA DE PALAU,41.382418,2.183723,4.0,PLA DE PALAU,01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
402,PG. DE COLOM (VIA LAIETANA),41.380628,2.1821917,4.0,PG. DE COLOM (VIA LAIETANA),01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
403,"C/ VALLESPIR, 49",41.3796421,2.1368202,32.0,"C/ VALLESPIR, 49",03-Sants-Montjuïc/18-Sants,8014.0,3,03,Sants-Montjuïc
404,"C/ JUAN GRIS, 28",41.3653426,2.1331357,11.0,"C/ JUAN GRIS, 28",03-Sants-Montjuïc/16-la Bordeta,8014.0,3,03,Sants-Montjuïc
405,"C/ COMTE BORRELL, 198",41.3854003,2.1521802,28.0,"C/ COMTE BORRELL, 198",02-Eixample/09-la Nova Esquerra de l'Eixample,8029.0,2,02,Eixample
406,"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,21.0,"GRAN VIA DE LES CORTS CATALANES, 592",02-Eixample/07-la Dreta de l'Eixample,8007.0,2,02,Eixample
408,"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,5.0,"C/ RAMON TRIAS FARGAS, 23",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
409,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,5.0,"C/ JOAN D'ÀUSTRIA, 31B",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
410,PG.DE COLOM (LES RAMBLES),41.376433,2.17871,5.0,PG.DE COLOM (LES RAMBLES),01-CiutatVella/02-el Barri Gòtic,8039.0,1,01,Ciutat Vella
411,"C/ JOSEP PLA, 67",41.411381,2.2122054,4.0,"C/ JOSEP PLA, 67",10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou,8019.0,10,10,Sant Martí
412,"PL. URQUINAONA, 3",41.3893094,2.1727457,17.0,"PL. URQUINAONA, 3",02-Eixample/07-la Dreta de l'Eixample,8010.0,2,02,Eixample
413,"C/ BRUC, 66",41.393489,2.1707419,24.0,"C/ BRUC, 66",02-Eixample/07-la Dreta de l'Eixample,8009.0,2,02,Eixample
414,"C/ CASP, 67",41.3937234,2.1764275,16.0,"C/ CASP, 67",02-Eixample/07-la Dreta de l'Eixample,8010.0,2,02,Eixample
415,"RAMBLA DEL RAVAL, 13",41.3793558,2.1689592,8.0,"RAMBLA DEL RAVAL, 13",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
416,"RAMBLA DEL RAVAL, 20",41.3781065,2.1696744,6.0,"RAMBLA DEL RAVAL, 20",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
417,"C/ VILLAR, 2",41.4164824,2.1801094,46.0,"C/ VILLAR, 2",07-Horta-Guinardó/35-el Guinardó,8041.0,7,07,Horta-Guinardó
418,Barcelona Activa-PG. DE LLUíS COMPANYS,41.391062,2.1801142,10.0,Barcelona Activa-PG. DE LLUíS COMPANYS,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8018.0,1,01,Ciutat Vella
419,PG. DE LLUIS COMPANYS (ARC DE TRIOMF ),41.391313,2.1808391,10.0,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8018.0,1,01,Ciutat Vella
420,"GRAN VIA DE LES CORTS CATALANES,368",41.3743329,2.1479385,24.0," GRAN VIA DE LES CORTS CATALANES,368",03-Sants-Montjuïc/11-el Poble-sec,8010.0,3,03,Sants-Montjuïc
421,"C/ VALLESPIR, 13",41.378118,2.1378667,30.0,"C/ VALLESPIR, 13",03-Sants-Montjuïc/18-Sants,8014.0,3,03,Sants-Montjuïc
422,"C/ JORDI GIRONA, 29",41.3881175,2.1154135,82.0,"C/ JORDI GIRONA, 29",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
423,"C/ HONDURAS, 32-34",41.4202459,2.1894852,22.0,"C/ HONDURAS, 32-34",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
424,"PG. MARÍTIM DE LA BARCELONETA, 6",41.3795862,2.1925198,7.0,"PG. MARÍTIM DE LA BARCELONETA,6",01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
425,"C/ DE CERVELLÓ, 5",41.3765618,2.1748621,5.0,"C/ DE CERVELLÓ, 5",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
426,"C/ DE RIBES, 59 B",41.39828,2.1830315,12.0,"C/ DE RIBES, 59 B",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
427,"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,9.0,"C/ DE SANT PAU, 119/ RONDA SANT PAU",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
428,"C/ PUJADES, 103",41.3983902,2.1960799,3.0,"C/ PUJADES, 103",10-SantMartí/68-el Poblenou,8005.0,10,10,Sant Martí
429,"C/ GRAN CAPITÀ, 9",41.3881262,2.1091535,105.0,"C/ GRAN CAPITÀ, 9",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
430," C/ ALFAMBRA, 2 | AV. DIAGONAL",41.385641,2.113096,77.0,"C/ ALFAMBRA, 2 | AV. DIAGONAL",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
431,"AV. JOAN XXIII, 17",41.383467,2.122175,53.0,"AV. JOAN XXIII, 17",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
432,"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,63.0,"C/ MARTÍ I FRANQUÈS, 1",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
433,"C/ J. MAYNARD KEYNES, 2|AV. DGNAL.",41.3862258,2.1168609,70.0,"C/ J. MAYNARD KEYNES, 2|AV. DGNAL.",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
434,"C/ ROGER, 24",41.3767538,2.1269152,34.0,"C/ ROGER, 24",03-Sants-Montjuïc/17-Sants - Badal,8028.0,3,03,Sants-Montjuïc
435,"AV. DOCTOR MARAÑON, 25 | PAU GARGALLO",41.383585,2.112186,64.0,"AV. DOCTOR MARAÑON, 25 |PAU GARGALLO",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
436,"PG. ZONA FRANCA, 54",41.3545425,2.1433038,6.0,"PG. ZONA FRANCA, 54",03-Sants-Montjuïc/12-la Marina del Prat Vermell,8038.0,3,03,Sants-Montjuïc
437,"PG. ZONA FRANCA, 9",41.3513237,2.1450958,5.0,"PG. ZONA FRANCA, 9",03-Sants-Montjuïc/12-la Marina del Prat Vermell,8038.0,3,03,Sants-Montjuïc
438,"C/ NÀPOLS, 183",41.3981669,2.1754896,22.0,"C/ NÀPOLS, 183",02-Eixample/07-la Dreta de l'Eixample,8013.0,2,02,Eixample
439,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,14.0,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",03-Sants-Montjuïc/16-la Bordeta,8014.0,3,03,Sants-Montjuïc
440,"C/ SELVA DE MAR, 230",41.417694,2.1976864,9.0,"C/ SELVA DE MAR, 230",10-SantMartí/72-Sant Martí de Provençals,8020.0,10,10,Sant Martí
441,"C/ WATT, 2",41.3754426,2.1398409,25.0,"C/ WATT, 2",03-Sants-Montjuïc/18-Sants,8014.0,3,03,Sants-Montjuïc
442,"C/ MINERIA, 30",41.3649272,2.138599,11.0,"C/ MINERIA, 30",03-Sants-Montjuïc/13-la Marina de Port,8038.0,3,03,Sants-Montjuïc
443,"C/ CASANOVA, 139",41.3887127,2.1542277,33.0,"C/ CASANOVA, 139",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036.0,2,02,Eixample
444,"C/ LLEIDA, 40",41.3717304,2.1554047,33.0,"C/ LLEIDA, 40",03-Sants-Montjuïc/11-el Poble-sec,8004.0,3,03,Sants-Montjuïc
445,"C/ VILAMARÍ, 2",41.3755016,2.154004,21.0,"C/ VILAMARÍ, 2",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
446,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,4.0,"PG. JOAN DE BORBÓ, 42",01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
447,"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,10.0,"C/ ALMOGÀVERS, 63",02-Eixample/05-el Fort Pienc,8018.0,2,02,Eixample
448,"C/ RAMÓN TURRÓ, 160",41.3972809,2.1997869,3.0,"C/ RAMÓN TURRÓ, 160",10-SantMartí/68-el Poblenou,8005.0,10,10,Sant Martí
